show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,title_norm,tconst,titleType,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes,primaryTitle_norm
s7219,Movie,Knock Knock,Eli Roth,"Keanu Reeves, Lorenza Izzo, Ana de Armas, Aaron Burns, Ignacia Allamand, Dan Baily, Megan Baily, Colleen Camp, Antonio Quercia","United States, Chile, Israel","November 1, 2020",2015,R,99 min,"Horror Movies, Thrillers",A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.,knock knock,tt6341690,tvEpisode,Knock Knock,Knock Knock,2015.0,Documentary,,,knock knock
s7220,Movie,Know Your Enemy - Japan,"Frank Capra, Joris Ivens","Walter Huston, Dana Andrews",United States,"March 31, 2017",1945,TV-14,63 min,"Classic Movies, Documentaries","Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s.",know your enemy - japan,tt0185405,movie,Know Your Enemy - Japan,Know Your Enemy - Japan,1945.0,"Documentary,History,War",6.0,874.0,know your enemy - japan
s7221,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia","October 1, 2019",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.,knowing,tt1418311,tvEpisode,Knowing,Knowing,2009.0,Documentary,,,knowing
s7224,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg","Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker","United Kingdom, Norway, Denmark, Germany, Sweden","April 26, 2019",2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies","With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.",kon-tiki,tt1613750,movie,Kon-Tiki,Kon-Tiki,2012.0,"Adventure,Biography,Drama",7.1,53912.0,kon-tiki
s7245,Movie,Kurt & Courtney,Nick Broomfield,"Kurt Cobain, Courtney Love",United Kingdom,"January 8, 2019",1998,R,95 min,"Documentaries, Music & Musicals","This film charts Nirvana's Kurt Cobain's rise to fame, his drug-addled romance with Courtney Love and the conspiracy theories surrounding his death.",kurt & courtney,tt0138563,movie,Kurt & Courtney,Kurt & Courtney,1998.0,"Biography,Crime,Documentary",6.1,7451.0,kurt & courtney
s7246,TV Show,Kurt Seyit & Sura,,"Kıvanç Tatlıtuğ, Farah Zeynep Abdullah, Fahriye Evcen, Ushan Çakır, Birkan Sokullu",Turkey,"December 26, 2016",2014,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",A Turkish lieutenant and the daughter of Russian nobles fight for their love against forces of family and social expectation and historical events.,kurt seyit & sura,tt3467380,tvSeries,Kurt Seyit & Sura,Kurt Seyit ve Sura,2014.0,"Drama,History,Romance",7.2,4814.0,kurt seyit & sura
s7249,Movie,Kygo: Live at the Hollywood Bowl,Devin Chanda,Kygo,United States,"March 12, 2018",2017,TV-MA,52 min,Music & Musicals,Join Norwegian electronic music superstar Kygo onstage and behind the scenes as he performs at the famed L.A. venue with a bevy of special guests.,kygo: live at the hollywood bowl,tt7808118,movie,Kygo: Live at the Hollywood Bowl,Kygo: Live at the Hollywood Bowl,2017.0,"Documentary,Music",6.8,127.0,kygo: live at the hollywood bowl
s7252,Movie,LA 92,"Daniel Lindsay, T.J. Martin",,United States,"March 1, 2018",2017,R,114 min,Documentaries,Previously unseen footage is shaped into a fresh and timely retelling of the 1992 Rodney King trial – and the verdict that sparked civil unrest.,la 92,tt6794424,movie,LA 92,LA 92,2017.0,"Crime,Documentary,History",8.2,7239.0,la 92
s7253,Movie,La Bamba,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña, Danielle von Zerneck, Joe Pantoliano, Rick Dees, Marshall Crenshaw, Howard Huntsberry, Brian Setzer",United States,"January 1, 2020",1987,PG-13,109 min,"Classic Movies, Dramas, Music & Musicals","The plane crash that killed Buddy Holly also took Ritchie Valens, whose modest upbringing and rise to fame are depicted in this exhilarating biopic.",la bamba,tt0093378,movie,La Bamba,La Bamba,1987.0,"Biography,Drama,Music",7.0,38754.0,la bamba
s7263,Movie,Lady in the Water,M. Night Shyamalan,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt",United States,"July 1, 2019",2006,PG-13,110 min,"Sci-Fi & Fantasy, Thrillers","When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home.",lady in the water,tt0815388,tvEpisode,Lady in the Water,Lady in the Water,2006.0,"Documentary,Short",7.0,14.0,lady in the water
s7265,TV Show,"Lady, la vendedora de rosas",,"Natalia Reyes, Michelle Orozco, Majida Issa, Ernesto Benjumea, Viña Machado, Carlos Mariño, Alberto Cardeño, Fabio Restrepo, Juan Pablo Barragán, Maria Jose Vargas",Colombia,"April 1, 2018",2015,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","This series tells the life story of Colombian film star Lady Tabares, who was plucked off the mean streets to star in a film and quickly rose to fame.","lady, la vendedora de rosas",tt5049938,tvSeries,"Lady, La Vendedora de Rosas","Lady, La Vendedora de Rosas",2015.0,Biography,7.8,384.0,"lady, la vendedora de rosas"
s7273,Movie,Le K Benzema,"Damien Piscarel, Florent Bodin",Karim Benzema,France,"May 1, 2018",2017,TV-14,121 min,"Documentaries, International Movies, Sports Movies","After a blackmailing scandal and being sidelined from the French national team, Real Madrid forward Karim Benzema tells his side of the story.",le k benzema,tt7427806,tvMovie,Le K Benzema,Le K Benzema,2017.0,"Biography,Documentary,Sport",6.9,591.0,le k benzema
s7274,Movie,Le serment des Hitler,Emmanuel Amara,,France,"May 1, 2019",2014,TV-PG,54 min,"Documentaries, International Movies",This documentary retraces the footsteps of Adolf Hitler's mysterious nephew and explores what became of the Hitler family line.,le serment des hitler,tt10409334,tvMovie,Le serment des Hitler,Le serment des Hitler,2014.0,Documentary,6.1,200.0,le serment des hitler
s7280,TV Show,Learning Time with Timmy,,Saskia Portway,United Kingdom,"May 15, 2020",2018,TV-Y,1 Season,"British TV Shows, Kids' TV",Colorful characters and edutaining activities help make learning English fun in this series geared toward youngsters.,learning time with timmy,tt9287652,tvSeries,Learning Time with Timmy,Learning Time with Timmy,2018.0,"Animation,Family",7.4,25.0,learning time with timmy
s7289,TV Show,Lego Friends: Girls on a Mission,"Andrew Tan, Stephen Murray","Jasmine St. Clair, Allegra Clark, Rosamund Marks, Faye Mata, Kira Buckland, David Roach, Bradley Venable",Denmark,"February 1, 2019",2018,TV-Y,1 Season,Kids' TV,"Five best friends put their teamwork, wits and courage to the test when they take on a mission to protect Heartlake City from bad people.",lego friends: girls on a mission,tt9327146,tvSeries,Lego Friends: Girls on A Mission,Lego Friends: Girls on a Mission,2018.0,"Animation,Family",6.4,209.0,lego friends: girls on a mission
s7300,Movie,Life in the Doghouse,Ron Davis,,United States,"June 1, 2019",2018,TV-PG,83 min,"Documentaries, LGBTQ Movies","A couple operates a bustling dog rescue out of their own home, vowing to give a safe space to the neediest pups on the planet – 10,000 and counting.",life in the doghouse,tt5178264,movie,Life in the Doghouse,Life in the Doghouse,2018.0,Documentary,8.4,804.0,life in the doghouse
s7302,TV Show,Life Story,,David Attenborough,United Kingdom,"June 20, 2016",2014,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.,life story,tt4150884,tvMiniSeries,Life Story,Life Story,2014.0,Documentary,9.0,2444.0,life story
s7304,Movie,Lifeline,Johnnie To,"Lau Ching Wan, Alex Fong, Carman Lee, Ruby Wong, Raymond Wong Ho-Yin, Damian Lau, Lam Suet, Kenneth Chan",Hong Kong,"August 16, 2018",1997,TV-14,104 min,"Action & Adventure, International Movies",Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.,lifeline,tt6475996,tvSeries,Lifeline,Lifeline,1997.0,Documentary,,,lifeline
s7309,Movie,Lincoln,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones, Jackie Earle Haley, John Hawkes, Jared Harris, Joseph Cross, Tim Blake Nelson, David Oyelowo, Bruce McGill","United States, India","February 21, 2018",2012,PG-13,150 min,Dramas,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years.",lincoln,tt0443272,movie,Lincoln,Lincoln,2012.0,"Biography,Drama,History",7.3,281804.0,lincoln
s7313,TV Show,Little Lunch,,"Flynn Curry, Olivia Deeble, Madison Lu, Oisín O'Leary, Faith Seci, Joshua Sitch, Heidi Arena",Australia,"February 1, 2018",2015,,1 Season,"Kids' TV, TV Comedies","Adopting a child's perspective, this show takes a humorous look at what happens during those action-packed 15 minutes of snack time each day.",little lunch,tt3501734,tvSeries,Little Lunch,Little Lunch,2015.0,"Comedy,Family",8.4,842.0,little lunch
s7323,Movie,Lizzie Borden Took an Ax,Nick Gomez,"Christina Ricci, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Emily Anderson, Andrea Runge, Billy Campbell, Jennifer Kydd, Kirstin Howell, John Maclaren",United States,"July 25, 2016",2014,TV-14,87 min,Thrillers,"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death.",lizzie borden took an ax,tt3118958,tvMovie,Lizzie Borden Took an Ax,Lizzie Borden Took an Ax,2014.0,"Biography,Crime,Drama",5.8,5844.0,lizzie borden took an ax
s7324,Movie,Lo and Behold: Reveries of the Connected World,Werner Herzog,Werner Herzog,United States,"December 23, 2016",2016,PG-13,98 min,Documentaries,"Filmmaker Werner Herzog presents a history of the internet, starting with its birth in 1969, and ponders the joys and sorrows of its social influence.",lo and behold: reveries of the connected world,tt5275828,movie,Lo and Behold: Reveries of the Connected World,Lo and Behold: Reveries of the Connected World,2016.0,Documentary,7.0,13731.0,lo and behold: reveries of the connected world
s7335,Movie,Long Time Running,"Jennifer Baichwal, Nicholas de Pencier","Gord Downie, Paul Langlois, Gord Sinclair, Rob Baker, Johnny Fay, Justin Trudeau",Canada,"November 12, 2017",2017,TV-14,96 min,"Documentaries, International Movies, Music & Musicals",This documentary follows the 2016 tour of beloved rock band The Tragically Hip as they make their way across Canada one last time.,long time running,tt7043176,movie,Long Time Running,Long Time Running,2017.0,"Documentary,Music",8.1,505.0,long time running
s7340,Movie,Los Niños Héroes de Chapultepec,Ignacio López Escrivá,,,"December 15, 2017",2017,TV-14,88 min,"Documentaries, International Movies",This documentary pays tribute to the young cadets who gave their lives to defend Mexico against U.S. forces during the battle of Chapultepec Castle.,los niños héroes de chapultepec,tt11062058,movie,Los Niños Héroes de Chapultepec,Los Niños Héroes de Chapultepec,2017.0,"Documentary,History,War",7.2,20.0,los niños héroes de chapultepec
s7341,TV Show,Los tiempos de Pablo Escobar,Alessandro Angulo,,Colombia,"August 1, 2018",2012,TV-14,1 Season,"Crime TV Shows, Docuseries, International TV Shows","Featuring never-before-seen images, personal testimonies and more, this is the story of one of the most notorious drug smugglers of all time.",los tiempos de pablo escobar,tt2782548,tvMovie,Los Tiempos de Pablo Escobar,Los Tiempos de Pablo Escobar,2012.0,Documentary,6.8,276.0,los tiempos de pablo escobar
s7342,Movie,Losing Sight of Shore,Sarah Moshman,,"United States, Australia, Samoa, United Kingdom","May 1, 2017",2017,TV-14,92 min,"Documentaries, Sports Movies","This documentary recounts the feats of the Coxless Crew, a team of four women who rowed from San Francisco to Australia in support of two charities.",losing sight of shore,tt6004848,movie,Losing Sight of Shore,Losing Sight of Shore,2017.0,"Adventure,Documentary,Sport",7.4,713.0,losing sight of shore
s7356,Movie,LoveTrue,Alma Har'el,,United States,"May 7, 2017",2016,TV-MA,82 min,Documentaries,"In this blend of documentary and dramatization, circumstances test notions of love held by a young stripper, a single-dad surfer and a teen musician.",lovetrue,tt2638900,movie,LoveTrue,LoveTrue,2016.0,Documentary,6.6,325.0,lovetrue
s7359,Movie,Lucha: Playing the Impossible,Ana Quiroga,Luciana Aymar,Argentina,"July 15, 2018",2016,TV-PG,98 min,"Documentaries, International Movies, Sports Movies","Known simply as ""Lucha,"" field hockey player Luciana Aymar shares her tumultuous and triumphant journey to become the best in the world.",lucha: playing the impossible,tt5639784,movie,Lucha: Playing the Impossible,Lucha. Jugando con lo imposible,2016.0,"Documentary,Sport",7.0,70.0,lucha: playing the impossible
s7370,Movie,Mad Money,"Callie Khouri, Jesse V. Johnson","Diane Keaton, Queen Latifah, Katie Holmes, Ted Danson, Roger Cross, Adam Rothenberg, Stephen Root, Christopher McDonald, Meagen Fay, J.C. MacKenzie, Finesse Mitchell, Eric Keenleyside",United States,"November 1, 2019",2008,PG-13,99 min,Comedies,A woman joins the janitorial staff of the Federal Reserve Bank and conspires with two co-workers to pilfer old money that's scheduled to be destroyed.,mad money,tt3011046,tvEpisode,Mad Money,Mad Money,2008.0,Documentary,,,mad money
s7371,Movie,Mad Ron's Prevues from Hell,Jim Monaco,"Nick Pawlow, Jordu Schell, Jay Kushwara, Michael Townsend Wright, Anthony Kelly, Happy Goldsplatt, Ron Roccia, Fred Pomerleau, Joe Amodei, Nicholas Kitsopoulos",United States,"November 1, 2010",1987,NR,84 min,"Cult Movies, Horror Movies","This collection cherry-picks trailers, forgotten scenes and poster art from 47 gory oldies, including Bay of Blood and The Blood Spattered Bride.",mad ron's prevues from hell,tt0093465,video,Mad Ron's Prevues from Hell,Mad Ron's Prevues from Hell,1987.0,"Comedy,Documentary,Horror",6.1,568.0,mad ron's prevues from hell
s7374,Movie,Maddman: The Steve Madden Story,Ben Patterson,Steve Madden,United States,"January 1, 2018",2017,TV-MA,78 min,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,maddman: the steve madden story,tt2987718,movie,Maddman: The Steve Madden Story,Maddman: The Steve Madden Story,2017.0,"Biography,Documentary",6.6,363.0,maddman: the steve madden story
s7379,Movie,Magnetic,Thierry Donard,"Tom Barrer, Liam Whaley, Wille Lindberg, Sam Favret, Fabian Bodet, Jamie Lee, Lorenzo Avvenenti, Ross Clarke-Jones",France,"June 12, 2020",2018,TV-14,110 min,"Action & Adventure, Documentaries, International Movies","Attracted to thrills across the globe, intrepid athletes venture to remote locations in pursuit of their extreme form of bliss.",magnetic,tt9458116,movie,Magnetic,Magnetic,2018.0,"Documentary,Sport",6.6,1119.0,magnetic
s7380,Movie,Magnus,Benjamin Ree,Magnus Carlsen,Norway,"February 22, 2017",2016,TV-PG,75 min,"Children & Family Movies, Documentaries, International Movies","This dramatic documentary explores the life and mind of Magnus Carlsen, the charismatic Norwegian prodigy who became world chess champion.",magnus,tt5471480,movie,Magnus,Magnus,2016.0,"Biography,Documentary,Sport",7.1,2895.0,magnus
s7381,Movie,Mahabharat,Amaan Khan,"Amitabh Bachchan, Ajay Devgn, Vidya Balan, Shatrughan Sinha, Sunny Deol, Anil Kapoor, Manoj Bajpayee, Jackie Shroff, Anupam Kher, Deepti Naval",India,"August 1, 2018",2013,TV-14,119 min,"Action & Adventure, Dramas, International Movies",Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.,mahabharat,tt3212600,tvSeries,Mahabharat,Mahabharat,2013.0,"Drama,History,War",9.0,13835.0,mahabharat
s7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,Michael Roberts,"Manolo Blahnik, Anna Wintour, André Leon Talley, Paloma Picasso, Candace Bushnell, Iman, Rihanna, Naomi Campbell, Isaac Mizrahi, Rupert Everett, Sofia Coppola, John Galliano",United Kingdom,"January 15, 2018",2017,TV-MA,89 min,"Documentaries, International Movies","As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work.",manolo: the boy who made shoes for lizards,tt5821256,movie,Manolo: The Boy Who Made Shoes for Lizards,Manolo: The Boy Who Made Shoes for Lizards,2017.0,"Biography,Documentary,Drama",6.4,582.0,manolo: the boy who made shoes for lizards
